x,y,z
-9,27,-1024
-19,25,-1013
-7,25,-1026
-3,21,-1015
-5,27,-1026
-19,25,-1016
1,23,-1016
-15,13,-1016
-7,23,-1030
-11,13,-1018
-15,21,-1005
-5,23,-1016
7,17,-1016
-23,11,-1024
0,25,-1016
-21,27,-1022
-5,35,-1013
-21,17,-1013
-21,17,-1016
-23,17,-1015
-13,19,-1020
-7,27,-1018
-21,35,-1013
-7,23,-1013
-11,15,-1018
-19,17,-1011
-33,11,-1009
-17,27,-1018
-33,25,-1016
-9,19,-1007
-25,21,-1013
-23,23,-1015
-40,27,-1011
-7,27,-1011
-27,15,-1020
-21,17,-1013
-13,33,-1013
-33,21,-1011
-11,23,-1016
-23,25,-1015
-15,15,-1013
-9,29,-1011
-9,27,-1011
-33,15,-1022
-5,23,-1007
-33,19,-1024
0,19,-1009
-31,31,-1018
0,19,-1009
-13,19,-1020
-9,21,-1015
-3,5,-1016
-15,33,-1009
-11,31,-1020
-15,21,-1013
-3,19,-1016
-17,29,-1026
0,35,-1005
-5,13,-1024
3,29,-1020
-21,9,-1028
-5,33,-1018
-7,33,-1015
0,25,-1015
-9,23,-1022
-23,15,-1011
-11,21,-1016
-7,29,-1026
-13,31,-1016
-25,29,-1015
-13,21,-1026
-23,25,-1009
-13,35,-1013
-13,15,-1020
-13,35,-1024
-13,7,-1018
-9,29,-1013
-17,33,-1018
-11,15,-1016
-23,31,-1020
-15,21,-1022
-9,29,-1015
-3,31,-1015
-27,19,-1030
-7,27,-1011
-23,21,-1016
-25,31,-1013
-7,19,-1015
-27,35,-1015
1,25,-1015
-15,33,-1020
-3,5,-1013
-21,13,-1020
-19,35,-1013
-13,3,-1022
-13,37,-1020
-13,25,-1024
-11,3,-1024
-7,35,-1015
-19,5,-1018
-1,23,-1024
-1,33,-1003
-29,19,-1022
-1,31,-1015
-7,40,-1011
-21,17,-1015
5,9,-1016
-11,35,-1018
-3,11,-1015
-9,19,-1013
0,25,-1018
-23,17,-1016
1,15,-1011
-33,25,-1015
-13,25,-1018
-1,17,-1018
-21,21,-1020
-11,13,-1015
-13,21,-1016
-7,35,-1015
-33,21,-1015
0,29,-1011
-19,25,-1013
-21,19,-1020
-21,21,-1026
-13,25,-1015
-13,13,-1015
-9,19,-1022
-23,29,-1018
-13,31,-999
-13,25,-1016
-7,23,-1005
-21,11,-1015
-27,21,-1018
-5,35,-1005
-23,33,-1016
-7,21,-1007
-21,27,-1018
-11,17,-1009
-25,25,-1018
-11,21,-1009
-21,29,-1016
-9,19,-1003
-23,23,-1015
-15,23,-1011
-21,19,-1026
-13,19,-1015
-19,13,-1015
-11,23,-1020
-9,33,-1018
-23,21,-1022
1,13,-1020
-19,15,-1009
-13,9,-1001
-25,21,-1013
-19,31,-1013
-31,25,-1001
-9,15,-1015
-31,29,-1016
-21,21,-1013
-23,31,-1009
-5,31,-1009
-13,11,-1005
-3,21,-1016
-11,27,-1011
-27,25,-1009
0,11,-1011
-19,25,-1009
-17,21,-1018
-19,31,-1020
0,37,-1005
-27,25,-1016
-9,21,-1013
-21,29,-1018
-21,21,-1016
-11,31,-1016
-7,31,-1016
-29,35,-1011
1,21,-1020
-5,31,-1026
-15,31,-1015
-11,31,-1020
-11,37,-1018
-7,21,-1007
-9,21,-1028
0,33,-1005
-19,31,-1022
1,17,-1016
-21,19,-1018
-11,7,-1015
-9,29,-1013
-5,31,-1009
-11,13,-1015
0,29,-1011
-13,19,-1009
-7,7,-1007
-13,33,-1013
-17,11,-1018
-3,9,-1020
-13,21,-1011
-7,13,-1018
-27,33,-1016
3,13,-1018
-27,17,-1020
9,21,-1022
-31,15,-1020
-13,35,-1018
-11,15,-1018
-23,31,-1022
-3,17,-1028
-39,29,-1022
-7,48,-1013
-9,19,-1009
-11,42,-1005
0,15,-1011
-23,46,-1020
-7,50,-1009
-15,42,-1024
-13,54,-1013
1,29,-1013
-33,66,-1005
-5,48,-1005
-31,76,-1013
0,81,-1009
-21,76,-1009
-13,89,-1009
-13,76,-1013
-23,109,-1005
0,101,-1016
-9,121,-1009
-11,128,-1013
-15,119,-1011
-13,150,-1016
-15,140,-1011
-21,146,-1016
-19,162,-1020
-13,171,-1020
-31,191,-1016
-19,185,-1028
-31,201,-1022
-9,197,-1026
-40,216,-1026
-13,236,-1028
-27,220,-1032
-31,251,-1030
-23,232,-1032
-46,253,-1024
-17,275,-1018
-42,283,-1015
-11,290,-1022
-39,267,-1028
-33,277,-1022
-29,267,-1026
-25,308,-1022
-27,296,-1015
-17,312,-1024
-7,331,-1022
-7,329,-1016
9,329,-1018
-11,316,-1024
0,331,-1009
-11,327,-1020
-7,351,-1016
0,343,-1013
3,333,-1016
0,343,-1013
9,329,-1020
0,349,-1022
3,363,-1020
-9,366,-1018
-3,351,-1026
-13,343,-1028
3,361,-1013
-3,351,-1028
-1,341,-1042
3,337,-1026
0,339,-1028
0,349,-1032
-7,327,-1016
-5,308,-1032
-9,314,-1030
-15,302,-1015
-23,294,-1020
-23,302,-1020
-25,302,-1026
-15,273,-1022
-33,263,-1013
-11,265,-1022
-9,283,-1024
-11,290,-1015
-21,263,-1018
-21,238,-1016
-27,242,-1015
-17,232,-1005
-19,206,-1018
-25,208,-1015
-23,206,-1007
-29,195,-1015
-11,204,-1024
-37,206,-1005
-21,204,-1005
-37,204,-1011
-27,185,-1003
-35,193,-1007
-27,232,-1003
-44,206,-1009
-33,163,-1009
-39,169,-1026
-25,171,-1015
-31,167,-1024
-21,175,-1018
-15,165,-1024
-25,179,-1024
-11,183,-1020
-23,171,-1024
-7,171,-1018
-19,191,-1028
-5,199,-1022
-23,181,-1015
-5,197,-1003
-19,199,-1015
-13,201,-1007
-21,185,-1011
-15,197,-1016
-23,220,-1028
-9,228,-1018
-13,212,-1018
-19,214,-1011
-7,271,-1026
-33,296,-1013
-13,279,-1022
-19,273,-1022
-11,261,-1022
-19,290,-1036
-9,298,-1026
-21,325,-1034
-1,355,-1026
-29,365,-1022
-13,357,-1028
-21,365,-1032
-11,382,-1038
-21,390,-1022
-21,421,-1034
-33,447,-1028
-35,445,-1011
-42,406,-1032
-40,388,-1026
-21,376,-1020
-35,417,-1016
-27,431,-1024
-33,421,-1022
-9,407,-1016
-27,409,-1038
0,404,-1028
-17,396,-1030
5,435,-1016
3,478,-1013
13,464,-1007
-15,417,-1020
-19,404,-1013
-21,425,-1022
-23,460,-1009
0,435,-1005
-9,386,-1005
-1,409,-1015
-13,406,-1015
27,407,-1015
-1,396,-1018
23,366,-1016
25,351,-1013
29,368,-1024
23,398,-1020
25,413,-1011
33,351,-1013
31,327,-1009
35,343,-1011
13,366,-1003
27,347,-1018
-19,314,-1030
-3,302,-1009
-13,310,-1022
-7,308,-1030
-17,269,-1040
-19,257,-1032
-27,283,-1052
-11,283,-1028
-21,247,-1044
0,216,-1046
-13,253,-1038
-5,242,-1048
-13,236,-1040
-19,226,-1038
-37,218,-1036
-33,232,-1018
-40,216,-1015
-64,203,-1024
-46,197,-1009
-68,232,-1022
-60,232,-1020
-66,232,-1015
-39,230,-976
-62,210,-993
-60,195,-991
-64,179,-999
-40,222,-1003
-56,271,-1011
-48,203,-997
-39,152,-995
-21,146,-993
-7,228,-995
-9,257,-1001
-1,286,-1009
-21,259,-1016
-37,251,-995
-21,232,-1005
-33,244,-1009
-21,275,-1013
-11,251,-1015
-17,261,-1030
7,244,-1024
-1,279,-1028
9,279,-1034
-13,255,-1046
9,265,-1013
5,333,-1028
-11,386,-1032
-1,386,-1028
-21,351,-1028
-5,300,-1028
-25,298,-1024
-11,300,-1020
-39,372,-1020
-11,413,-1015
-31,429,-1024
-17,363,-1030
-25,308,-1044
-5,325,-1030
-13,378,-1018
-7,400,-1024
0,433,-1018
-11,443,-1028
-5,452,-1034
-27,435,-1032
3,366,-1024
-9,398,-999
0,441,-1003
-37,439,-1046
-19,417,-1024
-37,437,-1028
-27,415,-1026
-9,380,-1024
-1,353,-1003
-13,407,-1022
0,488,-1034
-35,474,-1034
-5,448,-1015
-7,417,-1009
0,413,-1020
1,404,-1009
7,417,-1015
5,417,-1040
-21,443,-1005
-5,388,-1001
-19,407,-1003
0,409,-1001
-33,363,-999
-11,370,-1003
-15,357,-1032
-7,406,-1009
-23,357,-1009
-3,359,-1013
-19,304,-1022
-17,357,-1026
-5,316,-1032
-11,327,-1050
-7,357,-1034
-19,302,-1042
5,261,-1046
-11,259,-1042
-13,255,-1050
-40,345,-1034
-11,331,-1028
-42,271,-1040
-23,265,-1013
-25,236,-1028
-27,294,-1032
-27,261,-1024
-52,216,-1005
-33,226,-1020
-48,267,-1003
-31,269,-1013
-56,232,-1013
-9,257,-1007
-33,257,-1015
-23,263,-1005
-39,220,-1007
-11,236,-999
-29,236,-1015
-39,242,-1005
-11,265,-1005
-29,279,-1011
-5,261,-1015
-31,204,-1020
0,163,-1015
17,240,-997
-3,283,-1013
0,290,-1009
-5,327,-1018
-1,320,-1028
0,251,-1013
0,167,-1022
3,181,-1022
1,329,-1005
-3,351,-1026
-7,327,-1015
0,242,-1050
5,201,-1024
0,238,-1032
-7,255,-1011
-1,308,-1018
-33,396,-1028
-58,353,-1036
-35,310,-1024
-33,296,-1007
-21,281,-1022
-19,343,-1003
-25,318,-1026
-29,394,-1028
-39,404,-1034
-21,368,-1005
-1,310,-999
-29,302,-1026
-13,331,-1016
-42,460,-1024
-7,501,-1032
-39,486,-1028
3,390,-999
-9,306,-1005
9,392,-1009
-21,345,-1044
-46,462,-1022
-5,458,-1028
-35,472,-1022
0,368,-997
-31,281,-1005
31,361,-1028
-39,435,-1038
-17,462,-1032
-29,437,-1040
-1,472,-993
-19,435,-1007
-23,361,-1005
33,343,-1030
-29,388,-1032
-9,447,-1032
-19,427,-1015
11,398,-1009
9,363,-1015
11,290,-1026
-15,288,-1042
-5,421,-1028
-11,464,-1026
-29,435,-1016
31,312,-1005
0,267,-1030
-3,259,-1042
-19,327,-1038
-7,366,-1032
-33,447,-1011
3,351,-1013
-1,249,-1011
0,259,-1011
-9,310,-1044
-44,353,-1052
-31,374,-1003
-44,286,-1016
-27,320,-1015
5,247,-1028
-21,242,-1036
-13,283,-1054
-19,363,-1024
-5,376,-1005
-44,341,-1016
-1,265,-1007
-3,230,-1005
-23,277,-1032
-54,283,-1046
-31,345,-1022
-42,318,-1005
-35,339,-991
-25,214,-999
-13,214,-1001
-23,320,-1007
-54,353,-1032
-15,365,-1009
-37,279,-1001
-13,271,-1034
3,257,-1003
-15,304,-1005
13,279,-1059
-39,378,-1028
7,261,-1016
-25,300,-1028
0,304,-1028
-23,359,-1013
-17,294,-1015
-54,224,-1038
-35,247,-993
-21,310,-1009
-5,378,-1016
9,327,-1016
0,160,-1028
-33,236,-1028
-17,343,-1018
-17,413,-1016
0,363,-1003
0,187,-1016
19,208,-1015
-19,203,-1038
-29,318,-1018
-9,347,-1038
-21,347,-1026
0,267,-1009
-7,257,-1001
19,300,-1018
-23,294,-1024
-27,226,-1034
-15,245,-1005
17,325,-1015
-7,325,-1030
11,220,-1011
-25,160,-1026
-17,222,-1042
-44,261,-1013
-9,220,-1013
-5,199,-1046
0,238,-1026
-21,195,-1038
0,210,-1011
-11,165,-1056
-11,232,-1009
-1,187,-1016
13,193,-1007
-17,165,-1036
-40,136,-1034
11,130,-1005
-33,115,-1016
11,134,-1003
-33,66,-1007
19,44,-1003
-56,70,-1048
-23,136,-1007
-48,80,-1007
-17,105,-1032
-5,29,-1018
-35,44,-1013
0,37,-1038
-44,62,-1042
-7,31,-1013
-35,62,-1018
-1,99,-1009
-52,35,-1020
-17,35,-989
-40,-33,-1020
-29,-9,-1015
-56,-33,-1018
-46,21,-983
27,-25,-1018
-68,80,-1001
25,5,-981
-72,-21,-1001
66,-19,-977
-56,-42,-1042
31,33,-1001
0,46,-1020
7,181,-993
21,37,-1013
-1,40,-1005
37,-19,-1018
-35,40,-1024
50,13,-1022
-42,81,-1038
62,121,-1020
-31,60,-1015
1,103,-1026
5,52,-1011
-3,81,-1013
-7,107,-1056
-44,152,-1026
15,91,-1009
-23,111,-1024
7,167,-1036
9,40,-1046
-23,101,-1042
-11,97,-1024
-23,136,-1020
0,216,-1003
-37,185,-1003
-25,150,-1026
-42,163,-1011
-21,175,-1003
-42,167,-1030
-44,130,-993
-17,109,-977
-44,140,-1020
7,244,-1005
-35,105,-1003
-33,99,-1024
0,115,-1003
-17,162,-1001
-3,177,-1024
-15,189,-1020
-31,156,-1034
-40,162,-1032
5,189,-1005
-5,142,-997
-13,183,-1030
-25,52,-1030
-5,117,-1015
7,165,-1030
-19,146,-1030
-33,78,-1020
-19,68,-1003
-15,197,-1034
13,152,-1016
-44,173,-1013
17,35,-1026
-17,68,-1030
33,136,-1009
-5,117,-1042
29,121,-1016
-3,87,-1028
-21,72,-1016
15,17,-1005
-29,-27,-1038
-5,101,-1036
-40,-19,-1011
-21,15,-1038
-9,64,-987
-25,9,-981
-25,1,-1018
-40,-42,-1016
-17,-29,-1020
-21,-70,-1026
-33,140,-1016
23,-31,-1003
-48,-23,-1013
27,-50,-1015
-19,-107,-1040
27,19,-1003
-37,-54,-1048
-11,-17,-974
-17,-5,-1003
-17,23,-1018
-11,-13,-1036
-21,-97,-1003
-29,-19,-1030
-11,-3,-995
-31,33,-979
-13,-48,-1011
-23,-39,-1030
-5,-37,-1016
-35,-9,-999
25,-3,-1016
5,-37,-1016
-3,-3,-1003
-1,29,-1020
0,70,-1020
-1,80,-1003
-19,-66,-1022
-7,-11,-1011
-39,119,-1015
-17,81,-1020
-33,29,-1038
-15,-29,-1005
-37,-21,-997
0,5,-987
-64,97,-1015
3,31,-1040
-52,89,-1015
0,105,-999
-44,136,-1024
27,107,-987
-33,87,-1018
35,58,-1018
-7,126,-1042
9,40,-1028
-17,121,-1030
11,19,-1013
-31,50,-1044
-1,136,-1028
-19,146,-1013
-17,111,-1032
-48,117,-1030
-35,46,-1013
3,95,-1011
-29,251,-1046
-21,203,-1032
-5,126,-991
19,25,-1020
-21,83,-1057
1,99,-1011
3,42,-1042
17,85,-1026
-21,167,-1018
11,101,-989
-37,175,-1038
29,99,-1011
-62,80,-1011
15,132,-995
-27,44,-997
0,60,-1005
-46,0,-1026
23,60,-1003
13,-9,-1015
-23,111,-1020
0,37,-1020
5,31,-993
-17,64,-1040
-39,40,-1030
-15,83,-1013
-25,7,-1022
-35,54,-1015
-5,7,-1001
-21,13,-1026
-11,-31,-1036
-35,-5,-1020
-9,-48,-1022
15,33,-1005
-31,-119,-1022
-44,-9,-1032
9,-23,-1015
-29,83,-1022
-19,70,-1022
-33,-46,-997
7,-46,-995
-3,-44,-1026
-40,87,-1011
5,-5,-1009
-15,29,-1009
11,-31,-1007
-37,-33,-1015
11,-11,-977
-39,13,-1022
-23,-21,-1005
-44,-40,-1005
9,-85,-1005
-11,46,-1026
-11,-17,-995
-35,1,-1020
54,-29,-1007
-33,-5,-1009
9,-1,-1016
-44,-52,-1032
25,-7,-1011
-19,-5,-1028
0,46,-1022
13,-9,-1030
-29,0,-1005
-1,-29,-1042
-29,35,-1030
17,27,-1011
-39,5,-1057
-21,19,-1001
-3,13,-1016
0,1,-1020
-27,52,-1030
3,15,-1011
-21,17,-1026
1,52,-1030
-7,-17,-997
25,81,-1020
11,19,-1034
-27,115,-1016
21,66,-1007
-33,66,-1020
-7,95,-1013
-35,66,-995
-23,89,-1001
-23,62,-1024
-58,21,-1024
-13,46,-1003
-44,97,-1005
9,132,-1005
-48,105,-1024
7,68,-999
-39,25,-1020
-11,150,-1001
-25,154,-1018
11,23,-1009
-11,89,-1038
0,60,-1015
-33,130,-1009
7,111,-1005
-23,95,-1032
5,-1,-1016
-39,40,-1032
0,72,-1038
-1,126,-1028
-7,58,-1007
-23,33,-1048
5,0,-993
-23,89,-1022
3,58,-1044
-13,52,-1016
-5,-1,-1024
-19,13,-1024
-3,160,-1018
-13,42,-1016
-27,44,-1005
13,-13,-1020
-33,76,-1005
7,91,-1001
-35,5,-1024
27,0,-1005
-7,-5,-1022
-13,35,-1020
-23,33,-1003
-21,-48,-997
-15,-35,-1018
-1,-15,-1003
-23,-48,-1007
-9,9,-1022
-48,-7,-1009
23,27,-1005
-15,-52,-1020
21,29,-995
5,-31,-1026
-7,11,-1011
-5,-9,-1011
-3,-44,-1011
9,-31,-1040
-23,-54,-1046
-31,33,-1015
-3,-19,-1009
-31,19,-1007
-1,-37,-1013
-48,-37,-1048
9,-19,-1022
-39,89,-1011
33,-48,-999
-33,91,-1003
33,-33,-1003
-66,21,-1046
27,3,-1013
-37,23,-1016
23,-21,-995
-21,-42,-1011
-9,29,-1018
-29,46,-1020
-23,78,-1001
0,5,-1034
-19,-35,-981
-33,-15,-1005
-35,44,-1005
-19,21,-1013
-44,-3,-1011
-17,-29,-1011
-3,105,-1011
-7,74,-1005
-17,3,-1026
17,-3,-1016
-13,62,-1009
-5,85,-1020
0,19,-1024
23,19,-1013
-7,-31,-1052
-23,76,-1036
-7,35,-1028
-29,27,-1009
1,-29,-1024
-1,19,-997
-13,-15,-1036
-11,-11,-1050
-35,-13,-1034
21,29,-1016
27,3,-1016
11,109,-1005
-13,-13,-1032
-17,-44,-1024
-21,-23,-1034
-7,-66,-1005
17,21,-1013
0,-95,-1032
-29,-48,-1016
0,-74,-1018
-31,-42,-1026
21,-74,-1013
-27,-76,-1007
7,-126,-1015
-21,-91,-1018
-48,-101,-1022
-11,-78,-995
-37,-107,-993
7,-163,-1016
-15,-251,-1005
0,-249,-1009
-33,-185,-1040
-19,-160,-1003
-15,-181,-1001
11,-294,-1026
-5,-163,-1013
0,-251,-1005
-60,-251,-1032
5,-245,-983
-37,-245,-1013
27,-265,-1005
-33,-292,-1016
-27,-349,-1030
-27,-327,-1030
5,-255,-1009
0,-292,-1022
-21,-292,-995
11,-242,-977
-39,-288,-1016
0,-247,-989
-23,-325,-1015
-39,-290,-1016
1,-236,-995
-3,-228,-991
9,-203,-979
-31,-322,-1018
72,-283,-989
-31,-324,-1020
46,-199,-979
-31,-283,-1032
7,-206,-1013
-15,-331,-1007
-19,-230,-989
56,-224,-1001
-66,-148,-1013
66,-218,-991
-66,-300,-1022
85,-210,-1001
-15,-171,-1028
52,-126,-976
-35,-226,-1056
-17,-173,-1009
11,-255,-1036
-54,-115,-1015
3,-144,-1026
-33,-158,-1011
-9,-101,-1011
-42,-76,-1013
35,-126,-1003
-31,-162,-1034
-9,-117,-1015
1,-111,-1038
5,-13,-993
-5,-70,-1028
-7,-156,-1032
-33,-144,-1026
-3,-44,-1005
-7,-66,-1020
3,-81,-1001
-44,-140,-1042
-40,-99,-1009
-31,-44,-1009
-7,35,-985
0,-130,-1022
1,-146,-1016
-9,-89,-1007
-27,-72,-1011
7,9,-1005
-7,-208,-1020
-11,-222,-1034
-11,-199,-1048
-17,-117,-1003
-3,-97,-1024
-33,-160,-1028
35,-206,-1005
-29,-165,-1015
21,-226,-1007
-35,-130,-1034
23,-247,-995
-33,-306,-1020
11,-203,-1022
1,-255,-1003
-11,-109,-1026
5,-281,-1011
0,-277,-1011
-1,-300,-1018
-33,-288,-1003
62,-269,-1005
-58,-288,-1038
31,-325,-1024
-21,-419,-997
7,-267,-1011
25,-366,-1036
-1,-214,-999
7,-384,-1038
-35,-329,-1030
21,-302,-1005
-56,-265,-1007
13,-144,-997
-39,-357,-1003
0,-425,-999
-29,-368,-1013
-31,-322,-1016
21,-310,-991
-60,-277,-1001
54,-349,-979
-11,-335,-1028
11,-263,-977
11,-324,-1028
5,-236,-995
-15,-314,-993
13,-312,-977
7,-322,-1034
-52,-277,-991
27,-265,-1011
-40,-279,-1015
5,-275,-997
-27,-312,-1016
9,-232,-1011
-44,-242,-1011
-9,-263,-1005
0,-257,-1009
1,-234,-1016
-17,-261,-1046
-3,-210,-991
5,-251,-1020
-11,-245,-1011
17,-267,-997
-54,-156,-1020
-5,-191,-1028
-33,-199,-1016
-23,-249,-1009
-15,-173,-1007
-29,-158,-1009
-44,-117,-1003
-27,-171,-1016
-37,-232,-1005
7,-234,-995
-27,-193,-1032
0,-163,-1032
-15,-134,-1028
-17,-150,-1013
11,-171,-1003
-11,-218,-1028
0,-156,-1024
-19,-169,-1020
-21,-95,-1028
-3,-105,-989
-11,-122,-983
-19,-187,-995
-31,-261,-1011
-31,-203,-1007
-44,-167,-1009
5,-103,-1013
-9,-173,-1007
15,-257,-1028
-21,-277,-1036
44,-156,-1018
3,-177,-1034
23,-206,-1030
-3,-255,-993
1,-234,-1011
-13,-269,-1032
-19,-201,-1016
-31,-257,-1046
-15,-226,-1020
-23,-242,-1026
-23,-283,-1003
3,-372,-1028
-11,-281,-1036
9,-222,-1042
-7,-232,-1007
0,-298,-1026
-29,-296,-1005
-19,-244,-1011
-9,-300,-1015
-5,-281,-991
-7,-409,-1005
5,-327,-1005
-11,-255,-1015
-3,-232,-1003
-19,-247,-1015
17,-327,-1020
-25,-335,-1015
-15,-310,-985
-21,-251,-1013
-23,-187,-987
-11,-261,-1005
-13,-304,-1009
-17,-372,-1011
1,-343,-1015
-9,-290,-997
-7,-345,-1015
15,-288,-1011
0,-277,-1005
19,-245,-1032
-40,-138,-1032
-11,-306,-987
-1,-355,-1011
-5,-337,-1015
17,-290,-1001
-13,-128,-1018
17,-232,-1026
0,-392,-1016
17,-439,-1009
-5,-333,-1030
15,-160,-1028
-19,-206,-1020
3,-341,-1026
-25,-273,-1022
-33,-171,-1001
-17,-109,-1009
-29,-185,-1005
-15,-419,-1015
-21,-351,-1013
0,-230,-1015
-33,-132,-1052
-1,-126,-1007
-42,-273,-1005
-5,-380,-1018
-29,-257,-1005
-21,-81,-1018
-35,-91,-1015
-9,-152,-985
-29,-308,-1003
-11,-259,-1001
-37,-126,-1013
-19,-183,-1020
5,-212,-1009
3,-277,-1013
19,-267,-999
1,-171,-1022
-31,-154,-1036
-1,-204,-1024
-15,-220,-999
-1,-271,-993
-15,-247,-1013
-15,-181,-1003
-13,-224,-1009
-21,-208,-1030
25,-271,-1034
3,-265,-1018
11,-251,-1013
17,-292,-1009
5,-257,-1034
-15,-232,-1026
-27,-193,-1020
-33,-160,-1001
-33,-210,-985
-11,-296,-1005
-40,-267,-1020
-46,-218,-1018
-3,-152,-1009
-17,-226,-1011
-3,-376,-1011
7,-421,-1028
-11,-236,-1015
-5,-146,-1015
-31,-216,-1016
-13,-365,-1003
-50,-363,-1015
-11,-234,-1003
-42,-191,-995
-21,-242,-1001
11,-361,-1028
-19,-310,-1026
0,-296,-999
-19,-214,-997
-1,-244,-1013
-25,-296,-1013
-17,-308,-1005
-39,-288,-1005
-13,-216,-999
-27,-273,-1036
3,-292,-1007
1,-388,-1018
21,-310,-1011
33,-169,-1005
9,-210,-1032
31,-294,-1024
0,-316,-1020
-5,-298,-1032
-15,-212,-1015
-7,-242,-1003
-31,-329,-1022
-11,-304,-1016
-11,-263,-1018
-3,-220,-1007
0,-245,-1028
11,-288,-1034
-15,-322,-1005
-11,-286,-995
-17,-210,-1018
-23,-169,-1015
-25,-244,-1013
-44,-316,-997
-23,-296,-993
-25,-220,-999
-9,-201,-1005
-27,-343,-1020
0,-361,-993
-5,-271,-1009
7,-148,-997
-17,-199,-1011
-13,-283,-1016
-31,-292,-1028
-21,-216,-997
-23,-179,-995
-25,-228,-999
-23,-251,-1013
-27,-255,-997
-21,-224,-1001
-7,-240,-1022
13,-265,-1032
-5,-298,-1026
-3,-298,-1028
5,-175,-1003
5,-130,-1016
-11,-183,-1030
-7,-283,-1032
-19,-281,-1016
-17,-187,-1011
-9,-165,-1005
3,-281,-1011
-1,-286,-1028
9,-234,-1024
7,-126,-1005
0,-162,-1009
0,-249,-1016
-17,-265,-1024
-29,-236,-1026
-23,-208,-1013
-5,-232,-1024
-3,-271,-1015
-11,-277,-1005
7,-271,-1003
13,-251,-1009
9,-240,-1011
-3,-286,-1018
-17,-302,-1026
-13,-271,-1013
-19,-208,-1020
-23,-228,-1013
-33,-249,-1011
-31,-271,-1015
-21,-230,-999
-21,-255,-1005
-7,-308,-1009
-11,-322,-1013
-5,-277,-1009
-17,-257,-1018
-3,-257,-1026
-7,-308,-1026
-19,-314,-1026
-15,-292,-997
-19,-279,-1003
5,-242,-1001
-1,-245,-1009
0,-273,-1003
-3,-306,-997
1,-277,-1011
1,-255,-1005
-3,-290,-1016
-31,-308,-1024
-11,-290,-1009
-15,-234,-1018
-17,-228,-1018
-23,-255,-1007
-17,-279,-1013
-21,-240,-1018
-13,-203,-997
-1,-255,-1001
0,-283,-1007
7,-283,-1024
-7,-257,-1016
11,-212,-1018
-9,-185,-1026
-3,-199,-1020
-27,-199,-1013
-25,-173,-1005
-25,-119,-1013
0,-80,-1001
-21,-128,-999
-7,-181,-995
-11,-124,-999
-13,-76,-1005
-5,-111,-1015
-7,-191,-1015
-9,-191,-1024
-9,-117,-1028
3,-56,-1024
-9,-81,-1013
-15,-113,-1028
-17,-99,-1022
-9,-46,-1009
-7,-46,-1005
-13,-37,-1009
-11,-39,-1015
-15,-52,-1015
-13,-40,-1013
-21,-19,-1024
-25,-17,-1020
-21,-25,-1028
-29,-35,-1024
-9,-1,-1018
-21,37,-1015
-15,31,-1013
-11,-21,-1015
-7,-11,-1022
5,15,-1007
-17,37,-1024
0,31,-1020
-15,5,-1016
-1,7,-1020
-9,33,-1022
-1,29,-1024
-13,17,-1030
-13,39,-1028
-35,35,-1015
-11,1,-1022
-17,15,-1024
-17,17,-1022
-11,5,-1013
-15,11,-1024
-7,15,-1009
-17,11,-1015
-11,15,-1015
-21,-19,-1015
-5,-25,-1020
-11,-9,-1007
-7,-21,-1007
-13,-46,-1009
-11,-44,-1015
-13,-39,-1016
0,-44,-1024
-9,-42,-1015
-11,-44,-1007
-7,-44,-1030
-11,-42,-1016
-11,-46,-1018
-13,-58,-1026
-13,-58,-1024
-19,-62,-1005
-9,-81,-1013
-7,-72,-1015
-11,-83,-1015
-5,-91,-1028
-11,-109,-1028
-7,-85,-1024
-3,-66,-1020
-21,-58,-1022
-19,-74,-1011
-15,-91,-1015
-13,-74,-997
-21,-74,-1001
-13,-97,-1013
-13,-89,-1005
-15,-85,-1013
-13,-83,-1011
-7,-80,-1011
-13,-76,-1015
-15,-54,-1009
-21,-52,-1016
-5,-52,-1015
-7,-50,-1009
-11,-50,-1016
-3,-58,-1005
-17,-60,-1007
-11,-44,-1001
-7,-48,-1015
-17,-50,-1007
-5,-44,-1016
-23,-44,-1013
-9,-39,-1011
-21,-13,-1015
-11,-17,-1020
-21,-13,-1015
-11,15,-1026
-29,17,-1011
-9,7,-1007
-21,5,-1007
-23,3,-1016
-23,0,-1028
-9,21,-1020
-25,17,-1013
-5,31,-1011
-9,40,-1013
-17,44,-1016
1,56,-1016
-11,76,-1022
-5,68,-1013
-15,44,-1009
-7,50,-1015
-21,64,-1005
-11,62,-1018
-11,58,-1016
-15,58,-1015
-13,70,-1024
-17,74,-1018
-17,70,-1022
-15,74,-1034
-17,66,-1022
-15,76,-1020
-5,48,-1024
-3,60,-1011
-21,42,-1024
-15,29,-1016
-9,35,-1024
-25,39,-1022
-9,33,-1011
-15,46,-1020
-19,29,-1022
-11,17,-1028
-11,40,-1020
-17,19,-1018
-13,5,-1015
-7,3,-1009
-9,0,-1013
-9,9,-1015
-19,9,-1018
-17,-9,-1020
-11,-15,-1013
-19,-11,-1015
-19,-15,-1018
-9,-13,-1024
-7,-7,-1009
-15,-17,-1011
-19,-37,-1016
-9,-29,-1015
-13,-23,-1022
-5,-27,-1018
-11,-25,-1009
-11,-31,-1016
-13,-25,-1022
-15,-21,-1020
-17,-27,-1011
-15,-29,-1022
-11,-23,-1016
-11,-29,-1015
-3,-27,-1007
-29,-21,-1015
-19,-17,-1013
-21,-29,-1030
0,-15,-1016
-19,-21,-1013
